.structStaticCharacterROMEntry 1,.structDynamicCharacterROMEntry,.structEnemyCharacterROMEntry,Type,HP,STR,MAG,SKL,SPD,DEF,RES,LUK,Class,Level,LeadershipStars,Money,ID,Name,Number,Gender,Unknown,HPGrowth,STRGrowth,MAGGrowth,SKLGrowth,SPDGrowth,DEFGrowth,RESGrowth,LUKGrowth,Skills1,Skills2,Skills3,HolyBlood1,HolyBlood2,Equipment1,Equipment2,UniqueEquipment,Influence
,,Rotenritter9,UnitTypeEnemy,,,,,,,,,BowArmor,30,0,,$019A,Rotenritter9Name,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Commander35,UnitTypeEnemy,,,,,,,,,Bishop,30,2,,$019B,Commander35Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,Fortify,NoItem,
,,Rotenritter10,UnitTypeEnemy,,,,,,,,,Priest,25,0,,$019C,Rotenritter10Name,,Genderless,$FF,,,,,,,,,,,,,,PhysicStaff,NoItem,NoItem,
,,Rotenritter11,UnitTypeEnemy,,,,,,,,,FireMage,30,0,,$019D,Rotenritter11Name,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
,,Commander36,UnitTypeEnemy,,,,,,,,,MageKnight,30,2,,$019E,Commander36Name,,Genderless,$FF,,,,,,,,,,,,,,Elfire,SlimSword,NoItem,
,,Rotenritter12,UnitTypeEnemy,,,,,,,,,ArchKnight,25,0,,$019F,Rotenritter12Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Rotenritter13,UnitTypeEnemy,,,,,,,,,GreatKnight,25,0,,$01A0,Rotenritter13Name,,Genderless,$FF,,,,,,,,,,,,,,SilverAxe,NoItem,NoItem,
,,Rotenritter14,UnitTypeEnemy,,,,,,,,,DukeKnight,25,0,,$01A1,Rotenritter14Name,,Genderless,$FF,,,,,,,,,,,,,,SilverLance,NoItem,NoItem,
,,DarkMage10,UnitTypeEnemy,,,,,,,,,DarkMage,22,1,,$01A2,DarkMage10Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,NoItem,NoItem,
,,DarkMage11,UnitTypeEnemy,,,,,,,,,DarkMage,22,1,,$01A3,DarkMage11Name,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,NoItem,NoItem,
Roberto,,,UnitTypeHoly,70,12,9,13,15,12,13,15,Paladin,26,2,0,$01A4,RobertoName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Accost,None,None,None,BraveSword,Javelin,NoItem,
,,Mercenary17,UnitTypeEnemy,,,,,,,,,ArchKnight,21,0,,$01A5,Mercenary17Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Mercenary18,UnitTypeEnemy,,,,,,,,,Ranger,21,0,,$01A6,Mercenary18Name,,Genderless,$FF,,,,,,,,,,,,,,SilverSword,NoItem,NoItem,
,,Mercenary19,UnitTypeEnemy,,,,,,,,,MageKnight,21,0,,$01A7,Mercenary19Name,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
,,Mercenary20,UnitTypeEnemy,,,,,,,,,DukeKnight,21,0,,$01A8,Mercenary20Name,,Genderless,$FF,,,,,,,,,,,,,,SilverLance,NoItem,NoItem,
,,Mercenary21,UnitTypeEnemy,,,,,,,,,Troubadour,21,0,,$01A9,Mercenary21Name,,Genderless,$FF,,,,,,,,,,,,,,MendStaff,MiracleBand,NoItem,
Boyce,,,UnitTypeHoly,72,14,5,13,12,12,9,11,Swordmaster,27,1,0,$01AA,BoyceName,$82,GenderMale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Critical | UnitSkill2Sol,None,None,None,SilverSword,ThunderSword,NoItem,
,,Mercenary22,UnitTypeEnemy,,,,,,,,,Hero,25,0,,$01AB,Mercenary22Name,,Genderless,$FF,,,,,,,,,,,,,,SilverSword,NoItem,NoItem,
,,Mercenary23,UnitTypeEnemy,,,,,,,,,Sniper,25,0,,$01AC,Mercenary23Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Rodan,UnitTypeEnemy,,,,,,,,,Bishop,28,2,,$01AD,RodanName,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,Elthunder,NoItem,
,,EddaArmy1,UnitTypeEnemy,,,,,,,,,Bishop,27,0,,$01AE,EddaArmy1Name,,Genderless,$FF,,,,,,,,,,,,,,Meteor,Elfire,NoItem,
,,EddaArmy2,UnitTypeEnemy,,,,,,,,,Bishop,27,0,,$01AF,EddaArmy2Name,,Genderless,$FF,,,,,,,,,,,,,,Bolting,Elthunder,NoItem,
,,EddaArmy3,UnitTypeEnemy,,,,,,,,,HighPriest,30,0,,$01B0,EddaArmy3Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,Thunder,NoItem,
,,EddaArmy4,UnitTypeEnemy,,,,,,,,,HighPriest,27,0,,$01B1,EddaArmy4Name,,GenderFemale,$FF,,,,,,,,,,,,,,Fortify,Fire,NoItem,
,,Juphiel,UnitTypeEnemy,,,,,,,,,DarkBishop,29,1,,$01B2,JuphielName,,Genderless,$01,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
,,DarkMage12,UnitTypeEnemy,,,,,,,,,DarkMage,20,0,,$01B3,DarkMage12Name,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
,,DarkMage13,UnitTypeEnemy,,,,,,,,,DarkMage,20,0,,$01B4,DarkMage13Name,,Genderless,$FF,,,,,,,,,,,,,,SilenceStaff,NoItem,NoItem,
,,Fisher,UnitTypeEnemy,,,,,,,,,GreatKnight,27,2,,$01B5,FisherName,,Genderless,$FF,,,,,,,,,,,,,,SilverAxe,ShieldRing,NoItem,
,,DozelArmy1,UnitTypeEnemy,,,,,,,,,AxeKnight,25,0,,$01B6,DozelArmy1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,ShieldRing,NoItem,
,,DozelArmy2,UnitTypeEnemy,,,,,,,,,AxeKnight,25,0,,$01B7,DozelArmy2Name,,Genderless,$FF,,,,,,,,,,,,,,HandAxe,ShieldRing,NoItem,
Brian,,,UnitTypeHoly,80,15,7,12,14,15,10,12,MasterKnight,30,4,0,$01B8,BrianName,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Accost,None,MajorNalBlood,None,Helswath,RenewalBand,NoItem,
Grauenritter2,,,UnitTypeHoly,70,11,3,7,12,12,8,10,GreatKnight,26,0,0,$01B9,Grauenritter2Name,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,None,None,None,None,SilverAxe,NoItem,NoItem,
,,Grauenritter3,UnitTypeEnemy,,,,,,,,,Troubadour,26,0,,$01BA,Grauenritter3Name,,Genderless,$FF,,,,,,,,,,,,,,MendStaff,ShieldRing,NoItem,
,,Dagon,UnitTypeEnemy,,,,,,,,,DarkBishop,29,1,,$01BB,DagonName,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
Scipio,,,UnitTypeHoly,80,14,3,10,11,12,6,12,MasterKnight,29,3,0,$01BC,ScipioName,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Accost,None,None,None,KillerBow,RenewalBand,NoItem,
,,Beigenritter3,UnitTypeEnemy,,,,,,,,,ArchKnight,26,0,,$01BD,Beigenritter3Name,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Beigenritter4,UnitTypeEnemy,,,,,,,,,Troubadour,26,0,,$01BE,Beigenritter4Name,,Genderless,$FF,,,,,,,,,,,,,,MendStaff,ShieldRing,NoItem,
Hilda2,,,UnitTypeHoly,70,7,15,11,12,9,15,5,Queen,27,3,0,$01BF,Hilda2Name,$81,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,None,None,MajorDainnBlood,None,Bolganone,Fortify,NoItem,
,,Gelbenritter2,UnitTypeEnemy,,,,,,,,,Baron,25,0,,$01C0,Gelbenritter2Name,,Genderless,$FF,,,,,,,,,,,,,,Thoron,SilverLance,NoItem,
,,Gelbenritter3,UnitTypeEnemy,,,,,,,,,Baron,25,0,,$01C1,Gelbenritter3Name,,Genderless,$FF,,,,,,,,,,,,,,Fortify,SilverLance,NoItem,
,,DarkBishop2,UnitTypeEnemy,,,,,,,,,DarkBishop,25,1,,$01C2,DarkBishop2Name,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,NoItem,NoItem,
,,DarkMage14,UnitTypeEnemy,,,,,,,,,DarkMage,18,0,,$01C3,DarkMage14Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,NoItem,NoItem,
Manfroy,,,UnitTypeHoly,80,10,14,15,14,13,15,6,DarkBishop,30,4,0,$01C4,ManfroyName,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit | UnitSkill1Adept | UnitSkill1Charm,None,None,None,None,Fenrir,Jormungandr,NoItem,
,,DarkMage15,UnitTypeEnemy,,,,,,,,,DarkMage,30,0,,$01C5,DarkMage15Name,,Genderless,$FF,,,,,,,,,,,,,,Hel,SleepStaff,NoItem,
Julius2,,,UnitTypeHoly,80,15,10,15,15,15,15,13,DarkPrince,30,3,0,$01C6,Julius2Name,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Wrath | UnitSkill1Pursuit | UnitSkill1Nihil,UnitSkill2Accost,None,MinorFjalarBlood,MajorLoptousBlood,Loptous,Meteor,NoItem,
Mus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Baron,30,0,0,$01C7,MusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit | UnitSkill1Adept,None,None,None,None,SilverLance,NoItem,NoItem,
Bovis,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Hero,30,0,0,$01C8,BovisName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Critical | UnitSkill2Accost,None,None,None,SilverBlade,NoItem,NoItem,
Tigris,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Warrior,30,0,0,$01C9,TigrisName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Wrath | UnitSkill1Pursuit,None,None,None,None,SilverAxe,NoItem,NoItem,
Lepus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,HighPriest,30,0,0,$01CA,LepusName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Miracle,None,UnitSkill3Renewal,None,None,Fortify,NoItem,NoItem,
Draco,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Sniper,30,0,0,$01CB,DracoName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Adept,UnitSkill2Accost,None,None,None,KillerBow,NoItem,NoItem,
Anguilla,,,UnitTypeHoly,80,13,13,13,13,13,13,4,WarMageF,30,0,0,$01CC,AnguillaName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Wrath | UnitSkill1Pursuit,None,None,None,MinorThrudBlood,Thoron,NoItem,NoItem,
Equus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Bishop,30,0,0,$01CD,EquusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Critical,None,MinorFjalarBlood,None,Bolganone,NoItem,NoItem,
Ovis,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Sage,30,0,0,$01CE,OvisName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Accost,None,None,MinorForsetiBlood,Tornado,NoItem,NoItem,
Simia,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Swordmaster,30,0,0,$01CF,SimiaName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Critical,UnitSkill3Renewal,None,None,SilverSword,NoItem,NoItem,
Gallus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,DarkBishop,30,0,0,$01D0,GallusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,None,UnitSkill3Renewal,None,None,Hel,NoItem,NoItem,
Canis,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Priestess,30,0,0,$01D1,CanisName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Critical,None,None,None,Nosferatu,NoItem,NoItem,
Porcus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Rogue,30,0,0,$01D2,PorcusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit,UnitSkill2Critical,None,None,None,BraveSword,NoItem,NoItem,
Arion2,,,UnitTypeHoly,70,14,6,15,14,13,9,12,Dragonmaster,27,5,0,$01D3,Arion2Name,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Adept | UnitSkill1Nihil,None,None,MajorDainnBlood,None,Gungnir,NoItem,NoItem,
,,DragonKnight3,UnitTypeEnemy,,,,,,,,,Dragonknight,24,0,,$01D4,DragonKnight3Name,,GenderMale,$FF,,,,,,,,,,,,,,BraveLance,NoItem,NoItem,
Ishtar3,,,UnitTypeHoly,70,6,15,15,15,15,15,15,Sage,30,5,0,$01D5,Ishtar3Name,$82,GenderFemale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Vantage,None,None,MajorThrudBlood,Mjolnir,BarrierRing,NoItem,
Meng,,,UnitTypeHoly,65,12,6,13,15,15,15,30,FalconKnight,25,4,0,$01D6,MengName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit | UnitSkill1Nihil,UnitSkill2Critical,None,None,MinorForsetiBlood,EarthSword,LegRing,NoItem,
Mabel,,,UnitTypeHoly,65,12,6,13,15,15,15,30,FalconKnight,25,0,0,$01D7,MabelName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit | UnitSkill1Nihil,UnitSkill2Critical,None,None,MinorForsetiBlood,EarthSword,LegRing,NoItem,
Bleg,,,UnitTypeHoly,65,12,6,13,15,15,15,30,FalconKnight,25,0,0,$01D8,BlegName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Pursuit | UnitSkill1Nihil,UnitSkill2Critical,None,None,MinorForsetiBlood,EarthSword,LegRing,NoItem,
,,BelhallaArmy1,UnitTypeEnemy,,,,,,,,,Hero,22,0,,$01D9,BelhallaArmy1Name,,Genderless,$FF,,,,,,,,,,,,,,BraveSword,NoItem,NoItem,
,,BelhallaArmy2,UnitTypeEnemy,,,,,,,,,Sniper,22,0,,$01DA,BelhallaArmy2Name,,Genderless,$FF,,,,,,,,,,,,,,KillerBow,NoItem,NoItem,
,,BelhallaArmy3,UnitTypeEnemy,,,,,,,,,Sage,22,0,,$01DB,BelhallaArmy3Name,,Genderless,$FF,,,,,,,,,,,,,,Elwind,NoItem,NoItem,
,,BelhallaArmy4,UnitTypeEnemy,,,,,,,,,HighPriest,22,0,,$01DC,BelhallaArmy4Name,,Genderless,$FF,,,,,,,,,,,,,,Fortify,NoItem,NoItem,
,,Baron1,UnitTypeEnemy,,,,,,,,,DarkBishop,29,1,,$01DD,BaronName,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
,,Kutuzov2,UnitTypeEnemy,,,,,,,,,DarkBishop,20,1,,$01DE,Kutuzov2Name,,Genderless,$01,,,,,,,,,,,,,,Fenrir,Jormungandr,PI_BargainBand,
,,Bandit8,UnitTypeEnemy,,,,,,,,,Rogue,25,1,,$01DF,Bandit8Name,,Genderless,$FF,,,,,,,,,,,,,,Wingclipper,NoItem,NoItem,
,,Gazack,UnitTypeEnemy,,,,,,,,,Fighter,1,0,,$01E0,GazackName,,Genderless,$FF,,,,,,,,,,,,,,IronAxe,HandAxe,NoItem,
,,Crotor,UnitTypeEnemy,,,,,,,,,Mage,4,0,,$01E1,CrotorName,,Genderless,$FF,,,,,,,,,,,,,,Fire,NoItem,NoItem,
,,Wiseman,UnitTypeEnemy,,,,,,,,,LanceKnight,7,0,,$01E2,WisemanName,,Genderless,$FF,,,,,,,,,,,,,,IronLance,Javelin,NoItem,
,,Shark,UnitTypeEnemy,,,,,,,,,Myrmidon,10,0,,$01E3,SharkName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Hood,UnitTypeEnemy,,,,,,,,,Hunter,10,0,,$01E4,HoodName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Bacchus,UnitTypeEnemy,,,,,,,,,AxeArmor,13,0,,$01E5,BacchusName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Emir,UnitTypeEnemy,,,,,,,,,WindMage,16,0,,$01E6,EmirName,,Genderless,$FF,,,,,,,,,,,,,,Elwind,SpeedRing,NoItem,
,,Dice1,UnitTypeEnemy,,,,,,,,,General,19,0,,$01E7,Dice1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,SteelBow,NoItem,
,,Zero,UnitTypeEnemy,,,,,,,,,Fighter,5,0,,$01E8,ZeroName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Mahatma,UnitTypeEnemy,,,,,,,,,FireMage,8,0,,$01E9,MahatmaName,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
,,Rowan,UnitTypeEnemy,,,,,,,,,LanceKnight,11,0,,$01EA,RowanName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Barcnin,UnitTypeEnemy,,,,,,,,,Myrmidon,14,0,,$01EB,BarcninName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Millet,UnitTypeEnemy,,,,,,,,,Archer,14,0,,$01EC,MilletName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Heltsok,UnitTypeEnemy,,,,,,,,,LanceArmor,17,0,,$01ED,HeltsokName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Chacof,UnitTypeEnemy,,,,,,,,,ThunderMage,20,0,,$01EE,ChacofName,,Genderless,$FF,,,,,,,,,,,,,,Elthunder,ShieldRing,NoItem,
,,Keimos1,UnitTypeEnemy,,,,,,,,,Hero,23,0,,$01EF,Keimos1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,NoItem,NoItem,
,,Marilyn1,UnitTypeEnemy,,,,,,,,,Sniper,23,0,,$01F0,Marilyn1Name,,GenderFemale,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Tyler,UnitTypeEnemy,,,,,,,,,Cavalier,9,0,,$01F1,TylerName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Lipp1,UnitTypeEnemy,,,,,,,,,BowKnight,9,0,,$01F2,Lipp1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Pelleo,UnitTypeEnemy,,,,,,,,,AxeKnight,12,0,,$01F3,PelleoName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Treville,UnitTypeEnemy,,,,,,,,,Myrmidon,15,0,,$01F4,TrevilleName,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,NoItem,NoItem,
,,Geller,UnitTypeEnemy,,,,,,,,,BowArmor,15,0,,$01F5,GellerName,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Pazan,UnitTypeEnemy,,,,,,,,,LanceArmor,18,0,,$01F6,PazanName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Doma,UnitTypeEnemy,,,,,,,,,DarkMage,21,0,,$01F7,DomaName,,Genderless,$FF,,,,,,,,,,,,,,Jormungandr,ShieldRing,NoItem,
,,Keller,UnitTypeEnemy,,,,,,,,,DukeKnight,24,0,,$01F8,KellerName,,Genderless,$FF,,,,,,,,,,,,,,BraveLance,Javelin,NoItem,
,,Thornton1,UnitTypeEnemy,,,,,,,,,GreatKnight,27,0,,$01F9,Thornton1Name,,Genderless,$FF,,,,,,,,,,,,,,BraveAxe,NoItem,NoItem,
,,Mario1,UnitTypeEnemy,,,,,,,,,ArchKnight,27,0,,$01FA,Mario1Name,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Kemal,UnitTypeEnemy,,,,,,,,,WindMage,13,0,,$01FB,KemalName,,Genderless,$FF,,,,,,,,,,,,,,Elwind,NoItem,NoItem,
,,Kaledin,UnitTypeEnemy,,,,,,,,,Paladin,16,0,,$01FC,KaledinName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Keith,UnitTypeEnemy,,,,,,,,,ArchKnight,16,0,,$01FD,KeithName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Senghor,UnitTypeEnemy,,,,,,,,,Ranger,19,0,,$01FE,SenghorName,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,FireSword,NoItem,
,,Nikita,UnitTypeEnemy,,,,,,,,,PegasusKnight,22,0,,$01FF,NikitaName,,GenderFemale,$FF,,,,,,,,,,,,,,BraveLance,NoItem,NoItem,
,,Nene,UnitTypeEnemy,,,,,,,,,Archer,22,0,,$0200,NeneName,,GenderFemale,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Kraff,UnitTypeEnemy,,,,,,,,,MageKnight,25,0,,$0201,KraffName,,Genderless,$FF,,,,,,,,,,,,,,Elthunder,ShieldRing,NoItem,
,,Niklas,UnitTypeEnemy,,,,,,,,,Warrior,28,0,,$0202,NiklasName,,Genderless,$FF,,,,,,,,,,,,,,BraveAxe,BraveBow,NoItem,
,,Atlas1,UnitTypeEnemy,,,,,,,,,Baron,30,0,,$0203,Atlas1Name,,Genderless,$FF,,,,,,,,,,,,,,Bolganone,SkillRing,NoItem,
,,Shackal,UnitTypeEnemy,,,,,,,,,Myrmidon,17,0,,$0204,ShackalName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Lipp2,UnitTypeEnemy,,,,,,,,,Archer,17,0,,$0205,Lipp2Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Greias,UnitTypeEnemy,,,,,,,,,Warrior,20,0,,$0206,GreiasName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Geese,UnitTypeEnemy,,,,,,,,,General,23,0,,$0207,GeeseName,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,SteelBow,NoItem,
,,Lee,UnitTypeEnemy,,,,,,,,,Hero,26,0,,$0208,LeeName,,Genderless,$FF,,,,,,,,,,,,,,ThunderSword,SpeedRing,NoItem,
,,Shisal,UnitTypeEnemy,,,,,,,,,Dragonknight,29,0,,$0209,ShisalName,,Genderless,$FF,,,,,,,,,,,,,,Ridersbane,NoItem,NoItem,
,,Hawks,UnitTypeEnemy,,,,,,,,,Sniper,29,0,,$020A,HawksName,,Genderless,$FF,,,,,,,,,,,,,,KillerBow,ShieldRing,NoItem,
,,Nazarl,UnitTypeEnemy,,,,,,,,,Swordmaster,30,0,,$020B,NazarlName,,Genderless,$FF,,,,,,,,,,,,,,WindSword,ShieldRing,NoItem,
,,Thief1,UnitTypeEnemy,,,,,,,,,Rogue,30,0,,$020C,ThiefName,,Genderless,$FF,,,,,,,,,,,,,,EarthSword,SpeedRing,NoItem,
,,Tolstoy,UnitTypeEnemy,,,,,,,,,Fighter,1,0,,$020D,TolstoyName,,Genderless,$FF,,,,,,,,,,,,,,IronAxe,HandAxe,NoItem,
,,Bottsman,UnitTypeEnemy,,,,,,,,,Mage,4,0,,$020E,BottsmanName,,Genderless,$FF,,,,,,,,,,,,,,Thunder,NoItem,NoItem,
,,Kruger,UnitTypeEnemy,,,,,,,,,LanceKnight,7,0,,$020F,KrugerName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Mannstein,UnitTypeEnemy,,,,,,,,,Myrmidon,10,0,,$0210,MannsteinName,,Genderless,$FF,,,,,,,,,,,,,,IronSword,NoItem,NoItem,
,,Castor,UnitTypeEnemy,,,,,,,,,Hunter,10,0,,$0211,CastorName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Hoepner,UnitTypeEnemy,,,,,,,,,LanceArmor,13,0,,$0212,HoepnerName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Randoch,UnitTypeEnemy,,,,,,,,,Warrior,16,0,,$0213,RandochName,,Genderless,$FF,,,,,,,,,,,,,,SilverAxe,SteelBow,NoItem,
,,Wolfen,UnitTypeEnemy,,,,,,,,,General,19,0,,$0214,WolfenName,,Genderless,$FF,,,,,,,,,,,,,,SilverBlade,SteelBow,NoItem,
,,Dewey,UnitTypeEnemy,,,,,,,,,Fighter,5,0,,$0215,DeweyName,,Genderless,$FF,,,,,,,,,,,,,,IronAxe,HandAxe,NoItem,
,,Fete,UnitTypeEnemy,,,,,,,,,ThunderMage,8,0,,$0216,FeteName,,Genderless,$FF,,,,,,,,,,,,,,Elthunder,ShieldRing,NoItem,
,,Marshach,UnitTypeEnemy,,,,,,,,,Paladin,11,0,,$0217,MarshachName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Luis,UnitTypeEnemy,,,,,,,,,Myrmidon,14,0,,$0218,LuisName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Hester,UnitTypeEnemy,,,,,,,,,Archer,14,0,,$0219,HesterName,,GenderFemale,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Malder,UnitTypeEnemy,,,,,,,,,WarMage,17,0,,$021A,MalderName,,Genderless,$FF,,,,,,,,,,,,,,Elfire,ShieldRing,NoItem,
,,Gismot,UnitTypeEnemy,,,,,,,,,General,20,0,,$021B,GismotName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,SteelBow,NoItem,
,,Xenon1,UnitTypeEnemy,,,,,,,,,Swordmaster,23,0,,$021C,Xenon1Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBlade,NoItem,NoItem,
,,Jackson1,UnitTypeEnemy,,,,,,,,,Sniper,23,0,,$021D,Jackson1Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Indra1,UnitTypeEnemy,,,,,,,,,Cavalier,9,0,,$021E,Indra1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Nietzche,UnitTypeEnemy,,,,,,,,,ArchKnight,9,0,,$021F,NietzcheName,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Apostole,UnitTypeEnemy,,,,,,,,,AxeKnight,12,0,,$0220,ApostoleName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Miller,UnitTypeEnemy,,,,,,,,,Myrmidon,15,0,,$0221,MillerName,,GenderFemale,$FF,,,,,,,,,,,,,,BraveSword,NoItem,NoItem,
,,Cilon,UnitTypeEnemy,,,,,,,,,BowArmor,15,0,,$0222,CilonName,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Klain,UnitTypeEnemy,,,,,,,,,LanceArmor,18,0,,$0223,KlainName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Sleighton,UnitTypeEnemy,,,,,,,,,FireMage,21,0,,$0224,SleightonName,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
